ProjectID,Supplier,Year,Avg_Invoice_Amount,Total_Invoice_Count
MarathonOil_2013,HASSLER HOT OIL SERVICES LLC,2013,418.36,64
ChevronPhillips_2012,UNIFIRST HOLDINGS LP,2009,417.68,52
Sunoco_2017,Pepsi of Central Virginia - NOVA,2016,417.61,1615
ChevronPhillips_2012,TESTAMERICA LABORATORIES INC,2008,417.5,179
Tesoro_2014,COLUMBIA DISTRIBUTING,2012,417.19,1568
Chemours_2016,CINTAS CORP 302,2015,417.1,70
ETP_2017,AIRGAS SOUTH INC,2016,416.94,292
ChevronPhillips_2012,BARLOWORLD HANDLING LP,2009,416.62,188
Chemours_2016,JEFFERDS CORP,2016,416.59,69
Anadarko_2014,ANCHORS PLUS LLC,2012,416.49,232
Williams_2017,BOLT MASTERS INC,2016,416.46,65
MarathonOil_2013,LO TRANSPORT INC,2011,416.26,70
Chemours_2016,POWER TOOL SPECIALTIES INC,2016,416.17,72
Tesoro_2014,EVANS DEDICATED SYSTEMS INC,2013,416.14,46791
Tesoro_2014,"ANHEUSER-BUSCH, INC.",2012,415.95,230
ETP_2016,G & K SERVICES INC,2015,415.58,344
Anadarko_2014,MCCURDY SERVICES INC,2014,415.29,73
NobleEnergy_2018,WELLSITE AUTOMATION LLC,2017,415.23,68
MarathonOil_2013,BAILY BROTHERS,2012,414.91,1486
Sunoco_2017,Service Distribution - NOVA - Fintech,2016,414.83,515
Williams_2017,ALLIANCE INC,2017,414.7,114
Williams_2017,MOBILE SHOE HOSPITAL INC,2015,414.67,80
Anadarko_2014,G & K SERVICES,2013,414.65,531
Anadarko_2014,J K PROTECTOR RECOVERY SERVICES LLC,2012,414.59,377
ETP_2016,THOMAS J MAYES,2015,414.45,107
ChevronPhillips_2012,CLARK FREIGHT LINES,2009,414.41,2777
NobleEnergy_2018,MCDONALD FARMS ENTERPRISES INC,2017,414.33,60
Anadarko_2018,CALLAIS OFFICE FURN & SUP INC,2017,414.18,76
NobleEnergy_2018,VARRA COMPANIES INC,2016,413.6,752
ETP_2016,LUGREG TRUCKING LLC,2015,412.96,92
Anadarko_2014,J K PROTECTOR RECOVERY SERVICES LLC,2011,412.96,270
Chemours_2016,POWER TOOL SPECIALTIES INC,2015,412.89,53
Tesoro_2014,EDS TRUCKING LLC,2013,412.64,1093
Tesoro_2014,DBI BEVERAGE INC,2013,412.56,1370
MarathonOil_2013,PENINSULA PUMPING INC,2012,412.28,94
Tesoro_2014,ENERGY BROKERS INC,2012,412.07,98
Anadarko_2014,"NORCO, INC.",2012,411.93,453
Williams_2017,GRAND & TOY,2015,411.84,109
Anadarko_2014,HIGH PLAINS TRANSPORT LLC,2012,411.74,1444
Tesoro_2014,SOUTHERN WINE & SPIRITS OF HAWAII,2011,411.68,107
Sunoco_2017,DrPepper/MtDew of Charlestown - NOVA,2015,411.59,536
Tesoro_2014,MID PAC PETROLEUM LLC,2013,411.57,1024
Tesoro_2014,SME SOLUTIONS LLC,2013,411.5,3173
Anadarko_2014,RELIABLE FIELD SERVICES,2012,411.42,3148
Chemours_2016,STRATE WELDING SUPPLY CO INC,2015,411.42,78
ETP_2017,NEXAIR LLC,2016,410.93,119
Anadarko_2014,HIGH PLAINS TRANSPORT LLC,2011,410.81,1635
ETP_2016,CUSTOM HOSE LLC,2015,410.8,92
ChevronPhillips_2012,EQUIPMENT DEPOT LTD,2010,410.69,53
Sunoco_2017,Pepsi Cola Ogdensburg,2016,410.53,1393
Sunoco_2017,CCBCC OPERATIONS LLC,2015,410.25,305
Williams_2017,CINTAS CORP,2014,410.16,103
Anadarko_2014,AMERIPRIDE SERVICE INC,2013,410.05,52
ETP_2016,B&A LABORATORIES INC,2015,410.03,67
ChevronPhillips_2012,HIRERIGHT INC,2008,410.02,51
NobleEnergy_2018,GAS ANALYTICAL SERVICES INC,2016,409.97,75
Tesoro_2014,"FOOD SERVICES OF AMERICA, INC.",2011,409.87,170
Anadarko_2014,J K PROTECTOR RECOVERY SERVICES LLC,2013,409.83,478
HESSCont_2012,"INDIGO SIGNWORKS,",2013,409.65,52
Anadarko_2014,CIRCLE D SERVICES INC,2012,409.5,407
Anadarko_2014,J K PROTECTOR RECOVERY SERVICES LLC,2014,409.29,366
Sanchez_2018,FEDERAL EXPRESS CORPORATION,2016,409.24,92
Sunoco_2017,QUALITY PETRO SERVICES LLC,2016,409.24,1239
Tesoro_2014,DONAGHY SALES LLC,2012,409.19,160
Sunoco_2017,REPUBLIC SERVICES 847,2016,408.98,660
Anadarko_2014,BOLT ACTION FIELD SERVICES INC,2013,408.72,1713
Tesoro_2014,ANTIMITE TERMITE & PEST CONTROL,2013,408.45,120
Sunoco_2017,DIRECT FLEET SERVICE OF THE,2016,408.21,133
Chemours_2016,LACYS EXPRESS INC,2016,408.17,212
ChevronPhillips_2012,HPP CORPORATION,2009,408.1,123
Sunoco_2017,Red Bull NA,2016,407.91,11490
Tesoro_2014,KENAI PENINSULA UNITED WAY,2013,407.84,1021
ETP_2016,COASTAL WELDING SUPPLY INC,2015,407.82,262
Tesoro_2014,COX PETROLEUM TRANSPORT,2013,407.73,38895
ChevronPhillips_2012,KAMAN INDUSTRIAL TECHNOLOGIES CORP,2009,407.62,96
Sunoco_2017,"Eight Point Distributors, Inc.",2016,407.57,121
Sunoco_2017,Quality Beverage Lp,2016,407.43,81
Sunoco_2017,VALLEN DISTRIBUTION,2016,407.33,92
Sunoco_2017,Plumber On The Way,2016,407.28,161
Sunoco_2017,Service Distribution - NOVA - Fintech,2015,407.01,277
NobleEnergy_2018,ELITE OIL FIELD AND CONSTRUCTION SERVICE LLC,2016,406.97,80
Williams_2017,ALLIED WASTE SERVICES PHOENIX,2014,406.96,55
Sunoco_2017,KC Distributing Co,2016,406.73,172
Anadarko_2014,SALT CREEK SUPPLY,2011,406.73,300
ChevronPhillips_2012,UNIFIRST HOLDINGS LP,2010,406.67,52
NobleEnergy_2018,WESTERN CHEMICAL SPECIALTIES INC,2016,406.61,67
HESSCont_2012,NORTHERN EXPOSURE SIGN COMPANY,2013,406.58,57
Anadarko_2014,CRANE & HOIST SALE INC,2013,406.41,112
Williams_2017,FEDEX FREIGHT INC,2017,406.03,167
Tesoro_2014,NOR-CAL BEVERAGE CO INC,2012,406.01,186
Sunoco_2017,GUARD MASTER FIRE AND SAFETY INC,2016,405.99,401
ETP_2017,MITO TRUCKING,2016,405.9,460
Chemours_2016,MCMASTER CARR,2015,405.86,73
Sunoco_2017,Gilbarco Inc.,2016,405.19,794
Anadarko_2018,PDM PROFESSIONALS AND CONSULTANTS L,2017,405.0,67
Anadarko_2014,BOLT ACTION FIELD SERVICES INC,2014,404.81,1257
Tesoro_2014,TESORO EMPLOYEE RECREATION ASSOC.,2013,404.52,178
Tesoro_2014,VALLEY PETROLEUM EQUIPMENT INC,2011,404.51,177
Williams_2017,MILLENNIUM PUMP REPAIRS INC,2015,404.41,159
Sunoco_2017,ROTO ROOTER PLUMBERS OF MIDLAND/ODESSA,2015,404.37,278
Sunoco_2017,Republic Services # 691,2016,404.2,313
Sunoco_2017,Buffalo Coca Cola,2016,404.11,1677
NobleEnergy_2018,WEICHEL FIELD SERVICES LLC,2015,404.11,110
Anadarko_2014,TM ROUSTABOUT SERVICE,2012,403.87,466
ChevronPhillips_2012,DINGEE PLUMBING COMPANY INC,2010,403.84,113
HESSCont_2012,SCHOENMANN PRODUCE CO. INC,2013,403.63,66
MarathonOil_2013,CJ S ROLLOFFS LLC,2012,403.51,135
Tesoro_2014,PEPSI-COLA COMPANY-SOUTH,2011,403.4,1628
Anadarko_2014,TEXAS BRINE COMPANY LLC,2011,403.13,88
ChevronPhillips_2012,ORION MOBILITY SOLUTIONS LLC,2009,402.5,56
Williams_2017,M&R INDUSTRIAL SERVICES INC,2015,402.4,125
Anadarko_2014,MATHESON TRI-GAS INC,2012,402.3,62
Sunoco_2017,"LH Wholesalers & Distributors, LLC",2016,402.14,57
Anadarko_2018,MOBILE ANALYTICAL LABORATORIES INC,2017,402.11,135
Sunoco_2017,"Maui Chemical and Paper Products, Inc.",2016,402.03,82
Anadarko_2014,RENEWABLE FIBER INC,2013,401.96,1052
Williams_2017,MCMASTER-CARR SUPPLY CO,2017,401.86,187
Anadarko_2014,G&M MECHANICAL SERVICES,2012,401.85,98
ETP_2016,PHOENIX M-K ENTERPRISES LLC,2015,401.78,292
Williams_2017,AMERICAN MOBILE RESEARCH INC,2015,401.71,114
Anadarko_2014,CAMERON RENTAL & TANK,2011,401.66,243
Sunoco_2017,EMPIRE TRUCK & TRAILER,2016,401.49,63
Tesoro_2014,SOUTHERN WINE & SPIRITS OF HAWAII,2012,401.33,425
Tesoro_2014,COCA-COLA BOTTLING OF THE NORTHWEST,2013,401.12,1338
Anadarko_2014,INTERMOUNTAIN ELECTRIC SERVICE INC,2011,401.04,2810
Tesoro_2014,BAY AREA BEVERAGE,2013,401.02,234
Williams_2017,MILLENNIUM PUMP REPAIRS INC,2016,400.63,95
Sunoco_2017,FIRST CHOICE SERVICES INC,2015,400.45,287
ChevronPhillips_2012,CENTRAL WASHINGTON RR COMPANY,2011,400.0,154
ChevronPhillips_2012,CENTRAL WASHINGTON RR COMPANY,2010,400.0,162
ChevronPhillips_2012,CENTRAL WASHINGTON RR COMPANY,2009,400.0,167
Sunoco_2017,Pepsi Bottling Group,2015,399.41,6573
Anadarko_2014,INDUSTRIAL SUPPLY COMPANY,2011,399.13,52
Anadarko_2014,RICHARD WILKINSON,2013,399.0,75
Anadarko_2014,SAIA MOTOR FREIGHT LINE INC,2014,398.96,215
Tesoro_2014,HAWAII STATE DEPT OF TRANSP,2013,398.83,383
Anadarko_2014,UINTAH BASIN APPLIED TECHNOLOGY COL,2013,398.79,92
Anadarko_2014,CHOICE NATURAL GAS LP,2012,398.44,52
NobleEnergy_2018,SUNRISE OILFIELD SUPPLY INC,2015,398.0,103
Sunoco_2017,Pepsi Cola Holden,2016,397.99,128
Tesoro_2014,"GLACIER SIGN & LIGHTING, INC.",2013,397.84,58
Anadarko_2014,INTERMOUNTAIN ELECTRIC SERVICE INC,2012,397.75,1251
Anadarko_2014,CRANE & HOIST SALE INC,2014,397.71,90
Williams_2017,JESS ENERGY SUPPORT SERVICES LLC,2016,397.53,63
Tesoro_2014,INLET PETROLEUM CO,2013,397.52,871
Chemours_2016,US BANK CORPORATE PAYMENT SYSTEMS,2015,397.49,17733
Williams_2017,PINNERGY LTD,2013,397.36,210
Anadarko_2014,ONE CALL OF WYOMING,2014,397.25,80
Sunoco_2017,Texas Gas Service,2016,397.0,131
Tesoro_2014,BOYD COFFEE COMPANY,2013,396.97,101
Anadarko_2014,AIRGAS - MIDSOUTH,2012,396.83,85
Tesoro_2014,PARAGON DISTRIBUTING,2013,396.81,4389
Sunoco_2017,CENTERPOINT ENERGY  2,2016,396.68,195
Tesoro_2014,CLAYPOOL DIST-DRAFT,2012,396.18,821
ETP_2016,GROVES SUPPLY CORPORATION,2015,396.15,1427
Anadarko_2018,BUCKEYE WELDING SUPPLY CO INC,2017,396.02,338
Williams_2017,BIG STAR TRUCKING LLC,2016,395.39,783
Williams_2017,X2NSAT INC,2014,395.28,274
Anadarko_2014,AGUA MOSS,2013,394.61,66
NobleEnergy_2018,B & J HOT OIL SERVICE INC,2014,394.52,132
ETP_2017,GROVES SUPPLY CORPORATION,2015,394.47,185
Williams_2017,ROYAL CUP INC,2013,394.23,106
MarathonOil_2013,STERLING MCCALL TOYOTA,2012,393.95,171
Tesoro_2014,FLINT HILL RESOURCES LP,2011,393.91,1018
Sunoco_2017,SJ ALLIANCE MECHANICAL LLC,2015,393.86,66
Anadarko_2014,BERAN ENVIRONMENTAL SERVICES INC,2014,393.8,1209
Williams_2017,SGS ACCUTEST INC,2016,393.71,78
Tesoro_2014,WALTERS WHOLESALE ELECTRIC CO,2012,393.55,129
Anadarko_2014,AMBER GREEN CORPORATION,2012,393.55,101
Tesoro_2014,MISSOURI SLOPE AREWIDE UNITED WAY,2013,393.54,1060
Anadarko_2014,ENVIRONMENTAL ENTERPRISES USA INC,2012,393.48,100
Anadarko_2014,UNITED SITE SERVICES,2012,393.44,602
Tesoro_2014,RED TRUCK FIRE & SAFETY CO,2013,393.22,94
Anadarko_2018,COSMICH SIMMONS & BROWN PLLC,2017,392.77,136
Sunoco_2017,City Of Odessa,2016,392.75,56
Sanchez_2018,EMS ENERGY SOLUTIONS LLC,2018,392.28,897
Anadarko_2014,WASTE & WATER LOGISTICS LLC,2013,392.05,66
Sunoco_2017,Monarch Environmental,2016,391.97,90
Anadarko_2014,LASALLE OIL COMPANY,2011,391.91,304
Sunoco_2017,"BRUCE THORTON AIR CONDITIONING, INC",2015,391.89,203
Anadarko_2014,RAND FOLEY & RAND INC,2012,391.83,111
Tesoro_2014,DONAGHY SALES LLC,2013,391.81,152
Sunoco_2017,GATEWAY PETROLEUM TECHNOLOGY,2016,391.66,265
Sunoco_2017,Director of Finance - Baltimore,2015,391.61,135
Williams_2017,REPUBLIC SERVICES,2015,391.59,133
Sunoco_2017,JP NOONAN TRANSPORTATION INC,2016,391.52,278
NobleEnergy_2018,FR DEPOT INC,2017,391.49,121
MarathonOil_2013,ORR SAFETY CORP,2012,391.11,68
Williams_2017,LAWSON PRODUCTS INC,2015,390.99,299
ChevronPhillips_2012,WADES FORKLIFT SERVICE,2009,390.67,185
Williams_2017,MIDWEST MOTOR SUPPLY CO INC,2016,390.39,53
Chemours_2016,FISHER SCIENTIFIC LLC,2015,390.36,197
Anadarko_2014,AGUA MOSS,2012,390.35,59
Anadarko_2018,BOOT BARN,2017,390.18,123
Williams_2017,CINTAS CORP,2015,389.81,1794
Anadarko_2014,NUTECH SPECIALTIES INC,2014,389.81,72
Sanchez_2018,PPP SANITATION SERVICES,2017,389.44,228
Chemours_2016,VSP TECHNOLOGIES,2015,389.41,1569
Sunoco_2017,Bubbas Lone Star Propane & Gas Co,2016,388.74,51
Sanchez_2018,EMS ENERGY SOLUTIONS LLC,2017,388.73,602
Tesoro_2014,DBI BEVERAGE INC,2012,388.68,1313
Tesoro_2014,FOOTHILL DISTRIBUTING CO INC,2011,388.64,205
ETP_2017,SCOTT BATEMAN,2016,388.52,171
Sunoco_2017,Balkan Beverage Llc,2016,388.25,3473
ChevronPhillips_2012,LONG HAUL TRUCKING INC,2008,388.16,77
ETP_2016,SHAMROCK GAS ANALYSIS INC,2015,388.11,1276
Anadarko_2014,PATRIOT PUMP SERVICE LTD,2011,387.9,164
Sunoco_2017,DELI BOY INC,2016,387.72,505
Sunoco_2017,REPUBLIC SERVICES 068 LUBBOCK,2016,387.69,324
ETP_2016,D G NICHOLAS COMPANY,2015,387.5,112
ChevronPhillips_2012,AGRILAND FS INC,2010,387.48,61
Williams_2017,OKLAHOMA GAS & ELECTRIC CO,2016,387.26,135
Anadarko_2014,LILLY CONSTRUCTION INC,2011,387.19,672
Tesoro_2014,IRS - FUI only - Atlanta,2012,387.19,5994
Anadarko_2014,UNITED SITE SERVICES,2011,387.13,678
Sunoco_2017,CITY OF HOUSTON SIGN ADMINISTRATION,2015,387.1,58
Tesoro_2014,"WAYNE TRANSPORTS, INC.",2012,387.05,1748
ChevronPhillips_2012,YELLOW TRANSPORTATION,2008,387.03,995
Tesoro_2014,GRAINGER,2013,386.64,347
Anadarko_2018,"QUINN PUMPS, LLC",2017,386.07,82
Sunoco_2017,FIRST AMERICAN TITLE COMPANY,2016,385.98,103
NobleEnergy_2018,EQUIPMENT TRANSPORT LLC,2016,385.98,160
Sunoco_2017,Penrod Hiawatha,2016,385.65,72
NobleEnergy_2018,REEF SERVICES LLC,2017,385.61,139
Anadarko_2014,G T TRUCKING,2011,385.53,350
Anadarko_2014,ENERGY DYNAMICS LTD (ENDYN),2014,385.53,408
Chemours_2016,MODERN DISPOSAL SERVICES INC,2016,385.15,112
Anadarko_2014,RELIANT BUSINESS PRODUCTS INC,2011,385.09,89
Anadarko_2014,LILLY CONSTRUCTION INC,2012,385.06,714
Sunoco_2017,The Greenery Of Charleston,2016,384.7,565
Williams_2017,LONESTAR RANCH AND OUTDOORS,2013,384.66,163
Williams_2017,ALAN RITCHEY INC,2014,384.53,349
HESSCont_2012,GUSTAFSON SEPTIC SERVICE INC,2013,384.43,123
Tesoro_2014,CORWIN BEVERAGE CO,2012,384.21,80
ETP_2016,PHOENIX M-K ENTERPRISES LLC,2014,384.17,51
Sanchez_2018,BLACKWATER SWD LLC,2017,384.1,201
Anadarko_2018,"ORIGINS LABORATORY, INC",2017,384.06,1338
Anadarko_2014,JONES PAINT & GLASS OF VERNAL INC,2011,383.96,71
ETP_2016,M & M SUPPLY COMPANY,2015,383.95,223
Anadarko_2014,STATE OF WYOMING,2014,383.93,1433
Tesoro_2014,CLASSIC DIST & BEV GROUP,2012,383.85,105
Williams_2017,LAWSON PRODUCTS INC,2016,383.71,218
Williams_2017,MRF SERVICES LLC,2016,383.6,64
ETP_2016,GREAT AMERICA FINANCIAL SVCS,2015,383.41,55
ChevronPhillips_2012,SHERWIN WILLIAMS,2009,383.38,58
Sunoco_2017,Canada Dry Of Atlantic City,2016,383.16,279
Anadarko_2014,PHARMA-SAFE LLC,2013,383.15,76
Williams_2017,RES ENERGY SOLUTIONS,2013,383.04,378
Sanchez_2018,FALCON AUTOMATION LLC,2017,382.4,1542
Tesoro_2014,FISHER'S FUEL INC,2012,382.39,1744
ChevronPhillips_2012,KAMAN INDUSTRIAL TECHNOLOGIES CORP,2010,382.29,127
Anadarko_2014,AMERIGAS PROPANE LP,2014,382.23,73
Sanchez_2018,NGL WATER SOLUTIONS - EAGLE FORD,2015,382.19,865
Tesoro_2014,WONDERLAND DISTRIBUTING CO INC,2013,382.01,54
Sunoco_2017,ON IT HOMESERVICE ACQUISITIONS LLC,2016,381.95,500
Tesoro_2014,SAFETY TECHNOLOGIES INC,2012,381.62,79
Williams_2017,WR NEWTON INVESTMENTS INC,2016,381.36,51
Williams_2017,ZEE MEDICAL INC,2015,381.09,135
Anadarko_2014,ALLIED ELECTRONICS INC,2012,380.82,59
Williams_2017,ARMSTRONG GAS LABS INC,2015,380.8,80
Anadarko_2014,UINTAH BASIN APPLIED TECHNOLOGY COL,2012,380.65,214
Sanchez_2018,WRANGLER TRUCKING LLC,2016,380.5,271
Sunoco_2017,PATRIOT TANK LINES INC,2016,380.34,1814
ETP_2016,RENEGADE INDUSTRIAL SUPPLY LLC,2015,380.22,90
Chemours_2016,IRON MOUNTAIN,2015,380.18,51
Sunoco_2017,MR G PROPANE MANAGEMENT,2016,379.71,52
Sunoco_2017,AMSPEC SERVICES LLC,2016,379.7,284
Tesoro_2014,KG CONTRACTING INC,2011,379.62,68
Tesoro_2014,PACIFIC BEVERAGE-STA BARBARA,2011,379.45,69
Sunoco_2017,MIDSTATE ENVIROMENTAL,2016,379.17,295
Chemours_2016,GCM SYSTEMS B V,2016,379.13,60
Anadarko_2018,REFINERY SPECIALTIES INC,2017,379.12,176
Tesoro_2014,NOR-CAL BEVERAGE CO INC,2013,378.8,189
Anadarko_2018,M&W HOT OIL INC,2017,378.76,3314
Anadarko_2014,G&K SERVICES,2014,378.75,178
Williams_2017,LONESTAR RANCH AND OUTDOORS,2015,378.72,344
Anadarko_2018,A & L HOT OIL SERVICE INC,2017,378.71,76
Sanchez_2018,PARISH OF CATAHOULA,2016,378.69,62
ChevronPhillips_2012,EQUIPMENT DEPOT OHIO INC,2009,378.59,101
Anadarko_2014,WASTE & WATER LOGISTICS LLC,2012,378.56,114
Anadarko_2014,FACILITY SOLUTIONS GROUP INC,2013,378.53,108
ETP_2017,INTEGRATED ENVIRONMENTAL SOLUTIONS,2016,378.44,103
Chemours_2016,FISHER SCIENTIFIC,2015,378.34,2697
NobleEnergy_2018,B & J HOT OIL SERVICE INC,2015,378.31,546
Sunoco_2017,JOHNSON PUMPING  INC,2015,377.98,120
ETP_2016,TURNER ENERGY SERVICES LLC,2015,377.41,407
Anadarko_2014,HOT CHILIS CATERING,2012,377.25,54
Anadarko_2018,BUCKSHOT TRUCKING LLC,2017,377.22,63
Tesoro_2014,ELYXIR DIST LLC,2012,376.97,481
ChevronPhillips_2012,TESTAMERICA LABORATORIES INC,2010,376.92,311
Tesoro_2014,MISSOURI SLOPE AREWIDE UNITED WAY,2012,376.78,929
Anadarko_2014,H-S TESTING INC,2011,376.74,685
Tesoro_2014,FOOTHILL DISTRIBUTING CO INC,2012,376.66,796
Tesoro_2014,DENTCO,2012,376.58,1626
MarathonOil_2013,B & D ELECTRIC INC,2013,376.44,527
Anadarko_2014,ATLAS VISA SERVICE INC,2012,375.87,317
Chemours_2016,EMAR CORP,2016,375.71,61
Tesoro_2014,L & E BOTTLING CO INC,2012,375.61,68
Tesoro_2014,ELYXIR DIST LLC,2013,375.56,499
NobleEnergy_2018,CHENAULT CONSULTING INC,2016,375.51,978
Anadarko_2014,WGR ASSET HOLDING CO LLC AFO,2011,375.48,78
Tesoro_2014,JONES COVEY GROUP INC,2011,375.35,394
Williams_2017,OKLAHOMA GAS & ELECTRIC CO,2015,375.13,100
Sunoco_2017,Atmos Energy,2016,375.08,125
Anadarko_2014,HIGH PLAINS TRANSPORT LLC,2014,374.89,881
Williams_2017,FOUR STATES GASKET & RUBBER INC,2015,374.89,201
Sunoco_2017,Republic Services National Accounts,2016,374.86,6652
HESSCont_2012,QUALE TRUCKING LLC,2013,374.67,1288
Tesoro_2014,"WAYNE TRANSPORTS, INC.",2011,374.67,628
Williams_2017,PACE ANALYTICAL SERVICES INC,2016,374.59,167
ChevronPhillips_2012,ELLIOTT ELECTRIC SUPPLY,2011,374.53,225
Tesoro_2014,CENEX HARVEST STATES,2012,374.45,549
Tesoro_2014,CARSON PETROLEUM SERVICES LLC,2013,374.38,4149
ETP_2016,SOUTHWEST OILFIELD RENTALS LLC,2015,374.35,272
Sunoco_2017,LUBBOCK INSPECTION SERVICE,2015,374.35,62
Anadarko_2018,BOLT ACTION FIELD SERVICES INC,2017,374.19,1197
Anadarko_2014,QUESTAR GAS INC,2011,374.16,80
Sunoco_2017,Republic Services # 852,2016,374.15,253
MarathonOil_2013,BIG PEE INC,2012,374.0,55
Chemours_2016,TORYS LLP,2016,373.64,201
Anadarko_2014,MORCON SPECIALTY INC,2011,373.3,117
Sunoco_2017,Dr Pepper Snapple Group,2016,372.96,17961
Sunoco_2017,Plumber On The Way,2015,372.92,102
MarathonOil_2013,TXU ENERGY,2012,372.91,71
Tesoro_2014,ALL POINTS PETROLEUM LLC,2013,372.68,81
Anadarko_2014,ANCHORS PLUS LLC,2011,372.25,209
ETP_2017,FARM CREDIT SERVICES OF,2016,372.16,88
ChevronPhillips_2012,TESTAMERICA LABORATORIES INC,2009,372.15,279
Chemours_2016,LACYS EXPRESS INC,2015,372.09,308
ETP_2017,DS SERVICES OF AMERICA INC,2016,372.09,105
Tesoro_2014,MARINE VIEW BEVERAGE INC,2012,371.99,507
Sunoco_2017,HUNTER TRUCK SALES & SERVICE,2016,371.81,176
NobleEnergy_2018,B & J HOT OIL SERVICE INC,2016,371.7,636
Sunoco_2017,SPIGLER PETROLEUM EQUIPMENT LLC,2016,371.64,677
Anadarko_2014,JOHN & HENGERER,2013,371.54,71
Chemours_2016,ROBERTS OXYGEN CO INC,2015,371.39,87
ETP_2016,FLATLAND HOLDINGS INC,2015,371.36,69
ETP_2016,UPS GROUND FREIGHT INC,2015,371.26,61
Williams_2017,AMBIUS LLC,2015,371.14,56
Tesoro_2014,CPD ALASKA LLC,2011,371.0,443
Sunoco_2017,SPIGLER PETROLEUM EQUIPMENT LLC,2015,370.77,285
Tesoro_2014,MIKE'S DELIVERY SERVICE,2012,370.76,58
Tesoro_2014,R F WHITE CO INC,2013,370.75,3075
Anadarko_2018,"VIKING ENERGY DESIGN, LLC",2017,370.55,79
Sunoco_2017,NOZZLES INC,2015,370.4,285
Tesoro_2014,CORWIN BEVERAGE CO,2013,370.35,81
Anadarko_2014,RECK FLYERS,2013,369.39,101
Tesoro_2014,PEPSI COLA BOTTLING OF PASCO,2012,369.18,250
Tesoro_2014,D L Downing General Contractor Inc,2012,368.93,63
Tesoro_2014,INLAND PETROSERVICE INC,2011,368.89,52
Anadarko_2014,NUTECH SPECIALTIES INC,2012,368.17,96
Tesoro_2014,DENTCO,2011,368.15,403
Sunoco_2017,REMCO,2016,367.92,385
ChevronPhillips_2012,WW GRAINGER INC,2010,367.6,149
ETP_2017,ACTION OILFIELD SUPPLY INC,2016,367.39,128
ChevronPhillips_2012,ICE COLD ICE INC,2011,367.29,92
Sunoco_2017,HUNTER JERSEY PETERBILT,2016,367.07,60
Williams_2017,ALLEYTON RESOURCE COMPANY LLC,2015,366.94,52
Tesoro_2014,7UP BOTTLING CO OF SAN FRANCISCO,2011,366.71,290
ETP_2017,ADVANCE HYDROCARBON CORPORATION,2015,366.71,54
Tesoro_2014,USA MOBILITY WIRELESS INC,2012,366.51,59
Sanchez_2018,BAYOU OILFIELD SUPPLY,2017,366.51,334
Tesoro_2014,7UP BOTTLING CO OF SAN FRANCISCO,2013,366.26,1276
ETP_2016,ADVANCE HYDROCARBON CORPORATION,2015,366.25,1618
Anadarko_2014,NUTECH SPECIALTIES INC,2013,366.23,108
Anadarko_2014,JERSEY SHORE JOINT WATER AUTHORITY,2011,366.16,780
Tesoro_2014,PACIFIC BEVERAGE-STA BARBARA,2012,366.13,310
NobleEnergy_2018,LIBCO ENTERPRISES INC,2014,366.09,81
Anadarko_2014,DALE FULLERTON,2014,366.02,327
Sanchez_2018,CROSS ROADS OIL FIELD SUPPLY LTD,2016,365.71,142
Chemours_2016,FISHER SCIENTIFIC,2016,365.57,733
Williams_2017,STAPLES CONTRACT & COMMERCIAL INC,2016,365.52,3347
Anadarko_2014,MATHESON TRI-GAS INC,2014,365.02,64
ETP_2016,KONICA MINOLTA BUSINESS SOLUTIONS,2015,364.81,208
Sanchez_2018,ELITE OILFIELD,2018,364.73,103
ETP_2017,MICHAEL WILBURN,2015,364.68,95
Williams_2017,FEDEX,2014,364.46,85
Sunoco_2017,JL ICE LLC,2016,364.45,204
Anadarko_2014,TA FULMER LLC,2013,364.37,137
MarathonOil_2013,HIGH PLAINS DISPOSAL,2012,364.24,533
Anadarko_2014,DALE FULLERTON,2013,364.11,502
Sunoco_2017,MO-VAC SERVICE COMPANY INC,2016,364.08,293
Anadarko_2014,CHRISTINE NOAKES,2014,364.05,93
Williams_2017,DXP ENTERPRISES INC3,2014,364.02,2221
Anadarko_2014,ATLAS VISA SERVICE INC,2013,363.93,509
MarathonOil_2013,OG & E,2013,363.84,325
Chemours_2016,VSP TECHNOLOGIES,2016,363.44,1943
Tesoro_2014,HAWAII STATE DEPT OF TRANSP,2012,363.41,529
Williams_2017,CINTAS CORP,2017,363.39,924
Sunoco_2017,DR PEPPER BOTTLERS BROWNWOOD INC,2016,363.39,194
Sunoco_2017,Blue Ridge Beverage of Salem,2015,363.34,173
NobleEnergy_2018,PRECISION ANALYSIS,2015,363.2,1842
Chemours_2016,TERMINIX PROCESSING CENTER,2015,363.18,75
ChevronPhillips_2012,USF HOLLAND INC,2011,363.04,597
ETP_2016,PREFERRED OFFICE PRODUCTS INC,2014,362.84,123
Anadarko_2014,RENEWABLE FIBER INC,2012,362.83,339
Williams_2017,ACKLANDS GRAINGER INC,2016,362.42,403
Williams_2017,DXP ENTERPRISES INC3,2015,362.29,1839
Sanchez_2018,QUALITY ENERGY SERVICES INC,2017,362.28,228
Chemours_2016,TERMINIX PROCESSING CENTER,2016,362.27,71
Chemours_2016,TORYS LLP,2015,362.23,111
Sunoco_2017,Pepsi Cola  Hudson Valley,2016,362.23,609
Anadarko_2018,NUECES ELECT COOP INC,2017,362.13,83
Anadarko_2014,PRAXAIR DISTRIBUTION INC,2013,362.08,93
